label,group,description,value,unit,rationale,reference,link
Fact_T_S_LDT_frac_diesel_mlg_2018,ud,Anteil Antriebsart Diesel an LNF-Fahrleistung,0.960169537575395,%,"Errechnet sich nÃ¤herungsweise aus Fact_T_S_LDT_frac_petrol_stock_2018, Fact_T_S_LDT_frac_diesel_stock_2018, Fact_T_S_LDT_frac_lpg_stock_2018, Fact_T_S_LDT_frac_bev_stock_2018, unter der Annahme, dass die Fahrleistungsverteilung der der PKW entspricht: Die Fahrleistung der Diesel-PKW liegt um den Faktor 1,9 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der LPG-PKW liegt um den Faktor 1,7 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der CNG-PKW liegt um den Faktor 1,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der BEV-PKW liegt um den Faktor 0,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der PHEV-PKW liegt um den Faktor 1,4 hÃ¶her zur Fahrleistung der Benzin-PKW","UBA 2020, S.179",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_LDT_frac_lpg_mlg_2018,ud,Anteil Antriebsart LPG an LNF-Fahrleistung,0.0046188121501929,%,"Errechnet sich nÃ¤herungsweise aus Fact_T_S_LDT_frac_petrol_stock_2018, Fact_T_S_LDT_frac_diesel_stock_2018, Fact_T_S_LDT_frac_lpg_stock_2018, Fact_T_S_LDT_frac_bev_stock_2018, unter der Annahme, dass die Fahrleistungsverteilung der der PKW entspricht: Die Fahrleistung der Diesel-PKW liegt um den Faktor 1,9 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der LPG-PKW liegt um den Faktor 1,7 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der CNG-PKW liegt um den Faktor 1,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der BEV-PKW liegt um den Faktor 0,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der PHEV-PKW liegt um den Faktor 1,4 hÃ¶her zur Fahrleistung der Benzin-PKW","UBA 2020, S.179",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_LDT_frac_bev_mlg_2018,ud,Anteil Antriebsart BEV an LNF-Fahrleistung,0.00260827039069716,%,"Errechnet sich nÃ¤herungsweise aus Fact_T_S_LDT_frac_petrol_stock_2018, Fact_T_S_LDT_frac_diesel_stock_2018, Fact_T_S_LDT_frac_lpg_stock_2018, Fact_T_S_LDT_frac_bev_stock_2018, unter der Annahme, dass die Fahrleistungsverteilung der der PKW entspricht: Die Fahrleistung der Diesel-PKW liegt um den Faktor 1,9 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der LPG-PKW liegt um den Faktor 1,7 hÃ¶her zur Fahrleistung der Benzin-PKW, die Fahrleistung der CNG-PKW liegt um den Faktor 1,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der BEV-PKW liegt um den Faktor 0,8 hÃ¶her zur Fahrleistung der Benzin-PKW, Die Fahrleistung der PHEV-PKW liegt um den Faktor 1,4 hÃ¶her zur Fahrleistung der Benzin-PKW","UBA 2020, S.179",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_LDT_SEC_petrol_it_ot_2018,ud,Spezifischer Endenergieverbrauch Benzin im Flottendurchschnitt LNF IO und OA 2018,0.000753211802607904,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_SEC_diesel_it_ot_2018,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt LNF IO und OA 2018,0.000903580472613216,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_SEC_elec_it_ot_2018,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt LNF IO und OA 2018,0.000311810527098645,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_SEC_petrol_ab_2018,ud,Spezifischer Endenergieverbrauch Benzin im Flottendurchschnitt LNF AB 2018,0.00097689944251354,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_SEC_diesel_ab_2018,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt LNF AB 2018,0.00125823622513674,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_LDT_SEC_elec_ab_2018,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt LNF AB 2018,0.000539550145826113,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_MHD_frac_diesel_stock_2018,ud,Anteil Antriebsart Diesel an SNF-Bestand 2018,0.998399359743897,%,"Annahme: Anteil Bestand = Anteil Fahrleistung;  Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung","UBA 2020, S. 44",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_MHD_frac_cng_lngl_stock_2018,ud,Anteil Antriebsart CNG/LNG an SNF-Bestand 2018,0.000900360144057623,%,"Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung","UBA 2020, S. 44",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_MHD_frac_bev_stock_2018,ud,Anteil Antriebsart BEV an SNF-Bestand 2018,0.000700280112044818,%,"Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung","UBA 2020, S. 44",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_MHD_SEC_diesel_it_ot_2018,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt SNF IO und OA 2018,0.00283061205552326,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_MHD_SEC_elec_it_ot_2018,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt SNF IO und OA 2018,0.000666592340275822,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_MHD_SEC_diesel_ab_2018,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt SNF AB 2018,0.0029063754730357,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_MHD_SEC_elec_ab_2018,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt SNF AB 2018,0.000923873274453051,MWh/km,original in kWh/km,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_Bus_frac_diesel_stock_2018,ud,Anteil Antriebsart Diesel an Linienbus-Bestand 2018,0.965174129353233,%,"Annahme dass alle Bustypen Ã¤hnliche Fahrleistungen erbringen; Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung",UBA 2020 S. 46 Tab.13,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_Bus_frac_cng_stock_2018,ud,Anteil Antriebsart CNG an Linienbus-Bestand 2018,0.0218905472636815,%,"Annahme dass alle Bustypen Ã¤hnliche Fahrleistungen erbringen; Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung",UBA 2020 S. 46 Tab.13,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_Bus_frac_hybrid_stock_2018,ui,Anteil Antriebsart Hybrid an Linienbus-Bestand 2018,0.0099502487562189,%,"Annahme dass alle Bustypen Ã¤hnliche Fahrleistungen erbringen; Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung",UBA 2020 S. 46 Tab.13,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_Bus_frac_bev_stock_2018,ud,Anteil Antriebsart BEV an Linienbus-Bestand 2018,0.00298507462686567,%,"Annahme dass alle Bustypen Ã¤hnliche Fahrleistungen erbringen; Summe in Quelle ergibt nicht 100% , daher Korrektur Ã¼ber Normierung",UBA 2020 S. 46 Tab.13,https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_S_Bus_SEC_diesel_2018,ud,Spezifischer Endenergieverbrauch Diesel im Flottendurchschnitt Linienbus 2018,0.00390269153827303,MWh/km,"original in kWh/km, Mittelwert aus IO, AO, AB",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_Bus_SEC_elec_2018,ud,Spezifischer Endenergieverbrauch Elektro im Flottendurchschnitt Linienbus 2018,0.00198083260477886,MWh/km,"original in kWh/km, Mittelwert aus IO, AO, AB",ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_Rl_train_nat_trnsprt_gds_diesel_2018,ui,Transportleistung SchienengÃ¼terverkehr Diesel,5000000000,t km,,"UBA 2020, S. 72-73",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_D_Rl_train_nat_trnsprt_ppl_short_diesel_2018,ui,BefÃ¶rderungsleistung Personennahverkehr Schiene Diesel,10800000000,Pers km,,"UBA 2020, S. 72-73",https://www.umweltbundesamt.de/publikationen/aktualisierung-tremod-2019
Fact_T_D_Rl_train_nat_trnsprt_ppl_long_elec_2018,ui,BefÃ¶rderungsleistung Personenfernverkehr Schiene Strom,42600000000,Pers km,Annahme: entspricht Fact_T_D_Rl_train_nat_trnsprt_ppl_long_2018,,
Fact_T_S_RL_Train_gds_EC_elec_2018,ui,Schienenverkehr Endenergieverbrauch GÃ¼ter Strom ,4015517.6,MWh,,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_RL_Train_gds_EC_diesel_2018,ui,Schienenverkehr Endenergieverbrauch GÃ¼ter Diesel,1053365,MWh,,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_RL_Train_ppl_EC_elec_2018,ui,Schienenverkehr Endenergieverbrauch Personenverkehr Strom ,6297809.7,MWh,,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_S_RL_Train_ppl_EC_diesel_2018,ui,Schienenverkehr Endenergieverbrauch Personenverkehr Diesel,3348788.4,MWh,,ifeu 2021 (direkt gegen GebÃ¼hr bereitgestellte Daten),
Fact_T_D_Shp_sea_nat_EC_2018,ud,End-Energieverbrauch 2018 Seeschifffahrt bundesweit,19722222.2222222,MWh,AGEB Hochseebunkerungen bzw. BMVI Bunkerungen seegehender Schiffe Einschl. Transitware fÃ¼r internationale Bunker. schweres HeizÃ¶l/Dieselkraftstoff/extra leichtes HeizÃ¶l - Ohne Schmierstoffe (71 Petajoule),BMVI 2020 Verkehr in Zahlen S. 303 + AGEB,https://www.bmvi.de/SharedDocs/DE/Publikationen/G/verkehr-in-zahlen-2020-pdf.pdf?__blob=publicationFile
Fact_A_P_fermen_dairycow_amount_2018,ui,Tierbestand MilchkÃ¼he D 2021,3820342,,"Dairy cows, heads",Thünen 2023 Gases 2021 Table AC1005.001,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_dairycow_CO2e_2018,ui,CO2e (CH4) MilchkÃ¼he D 2021,15114300,,"Enteric Fermentation, dairy cows",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_nondairy_amount_2018,ui,Tierbestand Ã¼brige Rinder D 2021,7024661,,"Other cattle, heads",Thünen 2023 Gases 2021 Table Table AC1005.008,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_nondairy_CO2e_2018,ui,CO2e (CH4) Ã¼brige Rinder D 2021,9814700,,"Enteric Fermentation, other cattle",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_swine_amount_2018,ui,Tierbestand Schweine D 2021,23763340,,"Total pigs, heads (Census data, not used in the inventory)",Thünen 2023 Gases 2021 Table AC1005.016,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_swine_CO2e_2018,ui,CO2e (CH4) Schweine D 2021,658100,,"Enteric Fermentation, pigs",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_sheep_amount_2018,ui,Tierbestand Schafe D 2021,1794778,,"Sheep, heads",Thünen 2023 Gases 2021 Table AC1005.020,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_sheep_CO2e_2018,ui,CO2e (CH4) Schafe D 2021,319800,,"Enteric Fermentation, sheep",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_goat_amount_2018,ui,Tierbestand Ziegen D 2021,158931,,"Goats, heads",Thünen 2023 Gases 2021 Table AC1005.021,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_goat_CO2e_2018,ui,CO2e (CH4) Ziegen D 2021,22300,,"Enteric Fermentation, goats",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_equid_amount_2018,ui,Tierbestand Equiden D 2021,456592,,"Horses, heads",Thünen 2023 Gases 2021 Table AC1005.024,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_equid_CO2e_2018,ui,CO2e (CH4) Equiden D 2021,212100,,"Enteric Fermentation, horses",UBA 2023 NIR 2021 S. 473 (Tabelle 254),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_A_P_fermen_poultry_amount_2018,ui,Tierbestand GeflÃ¼gel D 2021,162141206,,"Poultry, heads",Thünen 2023 Gases 2021 Table AC1005.036,https://www.openagrar.de/receive/openagrar_mods_00085974
Fact_A_P_fermen_poultry_CO2e_2018,ui,CO2e (CH4) GeflÃ¼gel D 2021,0,t CO2e/a,"Kein Methan und damit keine Emissionen aus Fermentation von GeflÃ¼gel! Im deutschen Inventar 2021 steht auf Tabellenblatt Table3S1 in der Zeile Poultry ein ""NO"" in der Spalte CH4, alle anderen Spalten sind ausgegraut. In NIR-Tabelle 254 auf S. 473 wird Enteric Fermentation Poultry nicht mal aufgefÃ¼hrt.",UBA 2023 Inventory 2022 Tabellenblatt Table3S1,https://cdr.eionet.europa.eu/de/eu/mmr/art07_inventory/ghg_inventory/envzbhjra/
Fact_A_P_other_liming_calcit_ratio_CO2e_pb_to_amount_2018,ud,Emissionsfaktor CO2 fÃ¼r Kalk (Calcit) (t CO2-C/t CaCO3),0.44,t CO2/t CaCO3,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",ThÃ¼nen Report 77; Seite 366 zweiter Absatz,https://www.thuenen.de/media/publikationen/thuenen-report/Thuenen_Report_77.pdf
Fact_A_P_other_liming_dolomite_ratio_CO2e_pb_to_amount_2018,ud,Emissionsfaktor CO2 fÃ¼r Kalk (Dolomite) (t CO2-C/t CaMg(CO3)2),0.477,t CO2/t CaMg(CO3)2,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",ThÃ¼nen Report 77; Seite 366 zweiter Absatz,https://www.thuenen.de/media/publikationen/thuenen-report/Thuenen_Report_77.pdf
Fact_A_P_other_kas_ratio_CO2e_pb_to_amount_2018,ud,Emissionsfaktor CO2 fÃ¼r Kalk (KAS) (t CO2-C/t CaCO3),0.44,t CO2/t CaCO3,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",ThÃ¼nen Report 77; Seite 366 zweiter Absatz,https://www.thuenen.de/media/publikationen/thuenen-report/Thuenen_Report_77.pdf
Fact_A_P_other_urea_CO2e_pb_to_amount_2018,ud,Emissionsfaktor CO2 fÃ¼r Harnstoff (t CO2-C/t),0.733,t CO2/t,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",ThÃ¼nen Report 77; Seite 368  erster Absatz,https://www.thuenen.de/media/publikationen/thuenen-report/Thuenen_Report_77.pdf
Fact_A_P_other_ecrop_ratio_CO2e_pb_CH4_to_amount_2018,ui,Emissionsfaktor CH4 aus VergÃ¤rung von Energiepflanzen (t CH4/t Trockenmasse),0.0655,t CO2e/t drymass,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",Tabelle 347 UBA 22/2020; Seite 528,https://www.umweltbundesamt.de/.../2020-04-15-climate-change_22-2020_nir_2020_de_0.pdf
Fact_A_P_other_ecrop_ratio_CO2e_pb_N2O_direct_to_amount_2018,ui,Emissionsfaktor N2O-direkt aus VergÃ¤rung von Energiepflanzen (t N20/t Trockenmasse),0.01227,t CO2e/t drymass,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",Tabelle 349 UBA 22/2020; Seite 528,https://www.umweltbundesamt.de/.../2020-04-15-climate-change_22-2020_nir_2020_de_0.pdf
Fact_A_P_other_ecrop_ratio_CO2e_pb_N2O_indirect_to_amount_2018,ui,Emissionsfaktor N2O-indirekt aus VergÃ¤rung von Energiepflanzen (t N20/t Trockenmasse),0.00063,t CO2e/t drymass,"Emissionsfaktor ergibt sich aus den Tabellen des ThÃ¼nen Instituts multipliziert mit Faktoren fÃ¼r Massekorrektur, AktivitÃ¤tenbezug und Treibhausgaspotenzial",,https://www.umweltbundesamt.de/.../2020-04-15-climate-change_22-2020_nir_2020_de_0.pdf
Fact_A_P_other_ecrop_ratio_CO2e_pb_to_amount_2018,ud,Aggregierter Emissionsfaktor fÃ¼r VergÃ¤rung von Energiepflanzen (t CO2e/t Trockenmasse),0.0784,t CO2e/t drymass,Summe der drei obigen Emissionsfaktoren =Fact_A_P_other_ecrop_ratio_CO2e_pb_CH4_to_amount_2018+Fact_A_P_other_ecrop_ratio_CO2e_pb_N2O_direct_to_amount_2018+Fact_A_P_other_ecrop_ratio_CO2e_pb_N2O_indirect_to_amount_2018,Berechnung,
Fact_A_P_energy_buildings_ratio_A_to_B,ud,Anteil der FÃ¤che der landwirtschaftlichen BetriebsgebÃ¤uden an den NichtwohngebÃ¤uden,0.1,%,"Selbst das UBA bescheinigt: ""Im Bereich der NichtwohngebÃ¤ude ist die Datengrundlage bezÃ¼glich FlÃ¤chenbestand, GebÃ¤udeart, Baualtersklasse und der gebÃ¤udetechnischen Ausstattung verglichen mit den WohngebÃ¤uden als schlecht zu bezeichnen."" Und weiter: ""Die Gruppen Landwirtschaft, Gartenbau und FlughÃ¤fen werden allerdings in Schlomann et al. (2011) nicht weiter bei der Entwicklung der NichtwohngebÃ¤udetypologie betrachtet."", Daher wurde der Anteil der Landwirtschaftlichen BetriebsgebÃ¤ude beim Zubau der NWG zwischen 1993 und 2016 (dena 2016 S. 160) mit etwa 15% abgeschÃ¤tzt abgelesen. Kombiniert mit der Aussage, dass ""Etwa 50 % der neu errichteten NWG sind unbeheizt (v. a. landwirtschaftlich genutzte bzw. LagergebÃ¤ude)"", wird angenommen, dass etwa 10% des Zubaus der beheizten NWG-FlÃ¤che landwirtschaftlichen Betrieben zugeordnet werden kann. Da dieser Zubau Ã¼ber 24 Jahre lief, wird ferner angenommen, dass auch 10% des Gesamtbestandes an beheizter NWG-FlÃ¤che landwirtschaftlich genutzt wird. , Dennoch ist dieser zentrale Wert mit einer hohen Unsicherheit behaftet, aber auch neuere Forschungsprojekte wie die ""Forschungsdatenbank NichtwohngebÃ¤ude"" weist landwirtschaftliche Betriebe nicht extra aus (kommt aber zu ganz anderen Zahlen beim Bestand der NWG, allerdings ohne die Info ob beheizt oder unbeheizt).","Dena 2016 GebÃ¤udereport S. 160, UBA 2017 Klimaneutraler , GebÃ¤udebestand 2050 S. 119, IWU 2021 Der Bestand der NichtwohngebÃ¤ude in Deutschland: Daten und Fakten S. 18",https://www.dena.de/fileadmin/user_upload/8162_dena-Gebaeudereport.pdf   https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2017-11-06_climate-change_26-2017_klimaneutraler-gebaeudebestand-ii.pdf  https://www.datanwg.de/fileadmin/user/iwu/210428_IWU_PT_dataNWG_DatenundFakten.pdf
Fact_A_S_petrol_fec_2018,ui,EEV LW 2021 Benzin,972222.2222222222,MWh,Ottokraftstoffe (Benzin),"AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_diesel_fec_2018,ui,EEV LW 2021 Diesel,19694444.444444444,MWh,"Dieselkraftstoff Landwirtschaft 70,2 und Fischerei 0,7 PJ","AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_fueloil_fec_2018,ui,EEV LW 2021 HeizÃ¶l,2222222.222222222,MWh,HeizÃ¶l leicht,"AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_lpg_fec_2018,ui,EEV LW 2021 LPG,2250000,MWh,FlÃ¼ssiggas,"AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_gas_fec_2018,ui,EEV  LW 2021 Erdgas,2750000,MWh,Erdgas,"AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_biomass_fec_2018,ui,EEV LW 2021 Biomasse,9138888.888888888,MWh,"Biodiesel 4,9 + Bio-Ethanol 0,2 + sonstige Biomasse 27,8 PJ","AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_A_S_elec_fec_2018,ui,EEV LW 2021 Strom,4833333.333333333,MWh,"Strom Landwirtschaft 17,3 und Fischerei 0,1 PJ","AG EB 2022 Auswertungstabellen zur Energiebilanz Deutschland, Daten für die Jahre 1990 bis 2021, Blatt 6.5",https://ag-energiebilanzen.de/daten-und-fakten/auswertungstabellen/
Fact_L_G_forest_CO2e_cb_2018,ui,Positivemissionen feste Biomasse (ursprÃ¼nglich aus Wald) durch energetische Nutzung fÃ¼r verbleibende WaldflÃ¤che & Land use change zu Wald pro ha Deutschland 2021,22799000,t/a,"Dem Zuwachs an Wald-Biomasse (feste Biomasse) steht eine energetische Nutzung von fester Biomasse entgegen. FÃ¼r diese wurden Negativemissionen bereits angerechnet, entweder in der Vergangenheit (Altholz, Restholz) oder in diesem Jahr (Teil des Zuwachses an Wald-Biomasse). Um entgegegen der UBA/NIR-Bilanz diese energetische Nutzung von fester Biomasse gesamt gesehen neutral statt negativ zu werten, ziehen wir die Positivemissionen der energetischen Nutzung von fester Biomasse von den Negativemissionen in LULUCF ab. Ermittelt werden diese mit der UBA 2022 Emissionsbilanz erneuerbare EnergietrÃ¤ger fÃ¼r die Bereiche Strom, WÃ¤rme, HH+GHD und Industrie (3400000 t + 894000 t + 15391000 t + 3115000 t) mit den jeweiligen Anteilen und Emissionsfaktoren in einer zusÃ¤tzlichen Berechnung.","UBA 2022 Emissionsbilanz EE 2021, extra Berechnungstabelle UBA_2022_EEE_EF_non-CO2-THG_Biomasse_2021.xlsx",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/2022-12-09_climate-change_43-2022_emissionsbilanz_erneuerbarer_energien_2021.pdf
Fact_L_G_forest_CO2e_DE_2018,ui,Emissionen fÃ¼r verbleibende WaldflÃ¤che & Land use change zu Wald gesamt DE (CRF 4.A Wälder) 2021,-41408800,t CO2 eq,Emissionen im Waldbereich für das Jahr 2021,UBA 2023 NIR 2021 S. 611 (Tabelle 353),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_crop_minrl_soil_CO2e_2018,ui,THG-Emissionen Ackerland (CRF 4.B) Mineralboden 2021,3208670,t CO2 eq,"Mineralboden CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Ackerland 2021 für Acker_annuell, Hopfen, Weinbau, Obstbau, Baumschulen, Weihnachtsbaumkulturen, KUPs =2759000+71800+319000-920+20+90+13500+100+700-20280+100+700+6460+50+210+34140+450+2020+19970+290+1270",UBA 2023 NIR 2021 S. 653 (Tabelle 384),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_crop_org_soil_CO2e_2018,ui,THG-Emissionen Ackerland (CRF 4.B) Organischer Boden 2021,11711970,t CO2 eq,"Organischer Boden CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Ackerland 2021 für Acker_annuell, Hopfen, Weinbau, Obstbau, Baumschulen, Weihnachtsbaumkulturen, KUPs =11490100+93800+6770+70+220+50730+420+24310+150+42120+420+2780+80",UBA 2023 NIR 2021 S. 653 (Tabelle 384),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
Fact_L_G_crop_biomass_CO2e_2018,ui,THG-Emissionen Ackerland (CRF 4.B) Biomasse 2021,1127720,t CO2 eq,"Biomasse CO2-, N2O- und CH4-Emissionen [kt CO2-Eq. nach IPCC AR5] aus dem Ackerland 2021 für Acker_annuell, Hopfen, Weinbau, Obstbau, Baumschulen, Weihnachtsbaumkulturen, KUPs =996200+4670+11170-6610-44620+97610+69300",UBA 2023 NIR 2021 S. 653 (Tabelle 384),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023_cc_berichterstattung_unter_der_klimarahmenkonvention.pdf
